firstName,lastName,Team,Position,college,Age,overallRating,birthdate,height,weight,handedness,Jersey Number,yearsPro,X-Factor,Superstar 1,Superstar 2,Superstar 3,Superstar 4,Superstar 5,Archetype,Position Type,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Trenton,Simpson,Baltimore Ravens,,Clemson,24,78,6/14/01,74,234,1,32,2,,,,,,,Run Stopper - OLB,,95,0,81,0,94,0,85,0,77,0,76,0,68,0,74,0,40,0,56,0,64,0,44,0,47,0,79,0,15,0,69,0,90,0,70,0,92,0,72,0,14,0,16,0,10,0,34,0,62,0,21,0,78,0,35,0,35,0,35,0,31,0,75,0,59,0,64,0,84,0,23,0,45,0,45,0,45,0,Default Stride Loose,0,25,0,51,0,91,0,64,0,57,0,82,0,27,0,31,0,36,0,37,0,35,0,24,0,87,0,55,0,66,0
Tua,Tagovailoa,Miami Dolphins,QB,Alabama,27,78,3/2/98,73,220,0,1,5,Fearless,Sideline Deadeye,,,,,Field General - QB,Offense,84,0,78,0,73,0,84,0,61,0,72,-4,79,0,23,0,80,0,70,0,69,0,19,0,32,0,79,0,11,0,10,0,25,0,27,0,83,0,70,0,14,0,21,0,10,0,19,0,11,0,15,0,78,-4,16,0,13,0,13,0,90,-1,18,0,10,0,10,0,32,0,16,0,22,0,14,0,20,0,Default Stride Loose,0,19,0,20,0,83,0,62,0,52,0,28,0,92,-1,83,-4,93,-2,84,0,87,0,87,-1,93,0,54,0,17,0
Tyler,Booker,Dallas Cowboys,RG,Alabama,21,78,4/12/04,77,321,1,52,0,,,,,,,Power - G,Offense,59,0,53,0,68,0,88,0,94,0,81,1,12,0,43,0,12,0,5,0,20,0,21,0,23,0,53,0,5,0,46,0,52,0,94,1,89,0,10,0,13,0,14,0,10,0,82,0,11,0,5,0,78,1,77,1,75,1,79,1,6,0,21,0,48,0,10,0,41,0,15,0,79,1,78,1,80,1,Long Stride Awkward,0,10,0,21,0,60,0,10,0,16,0,54,0,6,0,6,0,6,0,6,0,21,0,13,0,91,0,29,0,13,0
Tyler,Lockett,Tennessee Titans,WR,Kansas State,32,78,9/28/92,70,182,1,4,10,,,,,,,Slot - WR,Offense,88,0,91,0,85,0,89,0,50,0,76,-2,85,0,25,0,27,0,72,0,73,0,85,0,92,0,89,0,78,-1,10,0,12,0,45,0,96,0,84,0,25,0,28,0,90,0,25,0,10,0,79,-1,78,-1,30,0,15,0,17,0,6,0,15,0,10,0,10,0,30,0,79,0,51,0,29,0,34,0,Default Stride Loose,0,80,-1,89,0,88,0,77,0,38,0,25,0,6,0,10,0,15,0,10,0,30,0,23,0,89,0,38,0,25,0
Tyson,Campbell,Jacksonville Jaguars,CB,Georgia,25,78,3/17/00,73,195,1,3,4,,,,,,,Zone - CB,Defense,93,0,86,0,85,0,93,0,58,0,76,0,54,0,49,0,12,0,29,0,44,0,50,0,71,0,86,0,12,0,33,0,55,0,44,0,90,0,63,0,17,0,20,0,47,0,11,0,73,0,15,0,78,0,28,0,22,0,22,0,6,0,76,0,28,0,84,0,72,0,22,0,34,0,35,0,34,0,Default Stride Loose,0,21,0,56,0,92,0,55,0,35,0,61,0,6,0,10,0,15,0,10,0,31,0,10,0,78,0,26,0,81,0
Younghoe,Koo,Atlanta Falcons,K,Ga. Southern,31,78,8/3/94,69,185,1,6,8,,,,,,,Power - KP,Special Teams,74,0,63,0,74,0,88,0,47,0,67,0,30,0,31,0,16,0,16,0,39,0,10,0,36,0,56,0,10,0,10,0,27,0,15,0,91,0,16,0,80,0,96,0,8,0,15,0,15,0,10,0,78,0,10,0,14,0,16,0,17,0,18,0,10,0,10,0,27,0,12,0,15,0,16,0,16,0,Short Stride Awkward,0,10,0,12,0,71,0,19,0,17,0,36,0,22,0,26,0,33,0,20,0,36,0,12,0,69,0,18,0,20,0
Zach,Ertz,Washington Commanders,TE,Stanford,34,78,11/10/90,77,250,1,86,12,,,,,,,Possession - TE,Offense,79,0,79,0,79,0,89,0,74,0,90,0,83,0,44,0,25,0,69,0,80,0,83,0,87,0,70,0,62,0,10,0,12,0,68,0,85,0,73,0,22,0,22,0,35,0,59,0,19,0,66,0,78,0,62,0,57,0,61,0,6,0,17,0,10,0,10,0,36,0,79,0,55,0,55,0,52,0,Long Stride High and Tight,0,73,0,85,0,82,0,72,0,73,0,36,0,6,0,10,0,15,0,10,0,42,0,15,0,87,0,69,0,18,0
Zach,Charbonnet,Seattle Seahawks,HB,UCLA,24,78,1/8/01,73,220,1,26,2,,,,,,,Power Back - HB,Offense,89,0,82,0,85,0,86,0,79,0,77,0,85,0,41,0,26,0,83,0,95,0,53,0,73,0,78,0,47,0,38,0,49,0,43,0,87,0,81,0,16,0,18,0,65,0,41,0,25,0,56,0,78,0,55,0,33,0,40,0,10,0,45,0,31,0,28,0,50,0,51,0,48,0,23,0,32,0,Default,0,63,0,52,0,88,0,76,0,81,0,50,0,10,0,14,0,18,0,20,0,23,0,11,0,83,0,89,0,31,0
Aaron,Rodgers,Pittsburgh Steelers,QB,California,41,77,12/2/83,74,223,1,8,20,,,,,,,Field General - QB,Offense,75,0,75,0,74,0,93,0,59,0,79,2,76,0,19,0,79,0,60,0,64,0,15,0,47,0,72,0,12,0,10,0,12,0,29,0,89,0,48,0,18,0,15,0,10,0,22,0,13,0,14,0,77,1,12,0,12,0,12,0,89,0,25,0,10,0,10,0,24,0,15,0,23,0,18,0,18,0,Default,0,15,0,15,0,77,0,53,0,22,0,19,0,82,0,83,0,87,0,85,0,90,0,82,0,98,0,29,0,19,0
Aaron,Brewer,Miami Dolphins,C,Texas State,27,77,10/28/97,73,295,1,55,5,,,,,,,Agile - C,Offense,63,0,62,0,72,0,84,0,79,0,85,0,25,0,18,0,12,0,12,0,22,0,15,0,31,0,54,0,15,0,15,0,15,0,74,0,86,0,25,0,12,0,14,0,10,0,91,0,15,0,15,0,77,0,74,0,78,0,70,0,6,0,15,0,22,0,10,0,24,0,25,0,84,0,87,0,78,0,Default Stride Awkward,0,27,0,20,0,74,0,30,0,31,0,31,0,6,0,6,0,6,0,6,0,12,0,13,0,84,0,27,0,17,0
Alex,Singleton,Denver Broncos,,Montana State,31,77,12/7/93,74,240,1,49,7,,,,,,,Run Stopper - OLB,,86,0,78,0,76,0,90,0,72,0,82,0,34,0,69,0,12,0,33,0,55,0,40,0,63,0,71,0,5,0,55,0,82,0,82,0,90,0,36,0,15,0,19,0,10,0,26,0,56,0,5,0,77,0,45,0,45,0,45,0,6,0,81,0,64,0,42,0,88,0,10,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,45,0,85,0,31,0,28,0,92,0,6,0,6,0,6,0,6,0,20,0,12,0,84,0,36,0,64,0
Allen,Lazard,NY Jets,WR,Iowa State,29,77,12/11/95,77,227,0,10,7,,,,,,,Physical - WR,Offense,90,0,80,0,93,0,84,0,71,0,83,0,72,0,40,0,22,0,74,0,75,0,87,0,85,0,77,0,77,0,10,0,15,0,51,0,83,0,80,0,13,0,18,0,50,0,36,0,15,0,78,0,77,0,45,0,20,0,20,0,6,0,18,0,10,0,15,0,40,0,80,0,59,0,27,0,31,0,Long Stride Loose,0,79,0,87,0,88,0,69,0,63,0,34,0,6,0,10,0,15,0,10,0,21,0,19,0,92,0,52,0,25,0
Amik,Robertson,Detroit Lions,CB,LA. Tech,27,77,7/6/98,68,187,1,21,5,,,,,,,Zone - CB,Defense,91,0,90,0,86,0,88,0,56,0,82,0,68,0,48,0,29,0,56,0,64,0,63,0,75,0,89,0,29,0,45,0,62,0,48,0,83,0,78,0,10,0,11,0,50,0,12,0,78,0,33,0,77,0,16,0,23,0,23,0,18,0,80,0,37,0,66,0,74,0,30,0,29,0,15,0,15,0,Short Stride Default,0,36,0,69,0,88,0,73,0,46,0,48,0,24,0,27,0,33,0,38,0,39,0,30,0,90,0,31,0,83,0
Andrew,Wylie,Washington Commanders,RG,Eastern Michigan,31,77,8/19/94,78,309,1,71,8,,,,,,,Power - G,Offense,71,0,66,0,82,0,92,0,85,0,75,0,25,0,32,0,12,0,20,0,27,0,30,0,35,0,53,0,7,0,30,0,40,0,87,0,91,0,20,0,15,0,19,0,10,0,83,0,11,0,15,0,77,0,77,0,73,0,81,0,5,0,18,0,40,0,10,0,33,0,20,0,80,0,78,0,82,0,Default Stride Awkward,0,25,0,30,0,68,0,20,0,20,0,35,0,5,0,5,0,5,0,5,0,25,0,10,0,80,0,32,0,11,0
Arnold,Ebiketie,Atlanta Falcons,,Penn State,26,77,1/23/99,75,256,1,17,3,,,,,,,Smaller Speed Rusher - DE,,87,0,85,0,87,0,81,0,76,0,72,0,21,0,75,0,12,0,14,0,45,0,32,0,45,0,74,0,13,0,78,0,79,0,82,0,92,0,21,0,16,0,15,0,10,0,14,0,33,0,16,0,77,0,45,0,45,0,45,0,6,0,70,0,69,0,27,0,83,0,30,0,45,0,45,0,45,0,Long Stride Default,0,24,0,34,0,84,0,16,0,25,0,85,0,6,0,6,0,6,0,6,0,23,0,12,0,91,0,24,0,43,0
Austin,Ekeler,Washington Commanders,HB,Western Colorado,30,77,5/17/95,70,200,1,30,8,,,,,,,Receiving Back - HB,Offense,91,0,90,0,89,0,91,0,82,0,77,0,83,0,11,0,26,0,80,0,83,0,65,0,77,0,84,0,66,0,10,0,20,0,47,0,88,0,85,0,15,0,22,0,68,0,50,0,15,0,73,0,77,0,54,0,22,0,26,0,15,0,12,0,10,0,20,0,40,0,74,0,38,0,30,0,32,0,Default,0,78,0,68,0,89,0,78,0,72,0,32,0,16,0,20,0,27,0,18,0,28,0,17,0,87,0,77,0,20,0
B.J.,Hill,Cincinnati Bengals,DT,N.C. State,29,77,4/20/96,75,311,1,92,7,,,,,,,,Defense,76,0,71,0,67,0,83,0,88,0,72,0,24,0,79,0,12,0,23,0,43,0,20,0,43,0,60,0,3,0,64,0,81,0,87,0,94,0,33,0,12,0,18,0,10,0,20,0,22,0,7,0,77,0,45,0,45,0,45,0,6,0,73,0,77,0,12,0,81,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,15,0,73,0,26,0,35,0,88,0,6,0,6,0,6,0,6,0,19,0,15,0,89,0,41,0,28,0
Braden,Mann,Philadelphia Eagles,P,Texas AM,27,77,11/24/97,71,198,1,10,5,,,,,,,Power - KP,Special Teams,79,0,77,0,76,0,87,0,45,0,66,0,21,0,26,0,19,0,20,0,25,0,10,0,30,0,69,0,10,0,10,0,12,0,23,0,86,0,10,0,82,0,92,0,10,0,23,0,21,0,10,0,77,0,20,0,24,0,24,0,10,0,10,0,10,0,10,0,25,0,12,0,20,0,23,0,23,0,Default Stride Awkward,0,10,0,12,0,78,0,10,0,15,0,44,0,15,0,15,0,15,0,18,0,28,0,14,0,83,0,15,0,29,0
Brandon,McManus,Green Bay Packers,K,Temple,34,77,7/25/91,75,201,1,17,12,,,,,,,Power - KP,Special Teams,76,0,70,0,68,0,78,0,56,0,66,0,22,0,29,0,15,0,15,0,40,0,15,0,35,0,57,0,15,0,10,0,29,0,16,0,95,0,25,0,78,0,96,0,10,0,16,0,11,0,15,0,77,0,17,0,17,0,17,0,15,0,24,0,10,0,10,0,35,0,15,0,15,0,16,0,16,0,Default Stride Awkward,0,15,0,15,0,76,0,24,0,10,0,24,0,15,0,15,0,33,0,15,0,38,0,16,0,75,0,10,0,20,0
Byron,Murphy II,Seattle Seahawks,DT,Texas,22,77,9/8/02,73,308,1,91,1,,,,,,,,Defense,81,0,67,0,80,0,78,0,86,0,78,0,53,0,79,0,12,0,38,0,42,0,22,0,46,0,64,0,20,0,69,0,82,0,87,0,90,0,45,0,18,0,20,0,10,0,26,0,25,0,23,0,77,0,45,0,45,0,45,0,6,0,77,0,76,0,29,0,80,0,28,0,45,0,45,0,45,0,Default Stride Awkward,0,29,0,25,0,77,0,41,0,48,0,85,0,6,0,6,0,6,0,6,0,25,0,10,0,88,0,53,0,34,0
Cade,Otton,Tampa Bay Buccaneers,TE,Washington,26,77,4/15/99,77,247,1,88,3,,,,,,,Possession - TE,Offense,84,0,70,0,77,0,95,0,77,0,81,0,68,0,42,0,11,0,58,0,72,0,81,0,88,0,67,0,60,0,26,0,42,0,70,0,89,0,60,0,19,0,21,0,25,0,64,0,14,0,67,0,77,0,62,0,61,0,60,0,15,0,41,0,28,0,12,0,45,0,72,0,64,0,58,0,61,0,Long Stride Default,0,72,0,80,0,81,0,56,0,64,0,39,0,14,0,20,0,25,0,15,0,30,0,10,0,80,0,69,0,21,0
Cam,Jurgens,Philadelphia Eagles,C,Nebraska,26,77,8/21/99,75,303,1,51,3,,,,,,,Agile - C,Offense,79,0,74,0,81,0,84,0,83,0,83,1,44,0,25,0,10,0,35,0,45,0,43,0,47,0,60,0,32,0,18,0,32,0,78,0,85,0,42,0,15,0,19,0,10,0,87,0,10,0,36,0,77,1,75,1,77,1,73,1,6,0,15,0,20,0,12,0,35,0,42,0,82,1,84,1,78,1,Default Stride Awkward,0,39,0,40,0,75,0,38,0,45,0,26,0,6,0,6,0,6,0,6,0,20,0,10,0,80,0,39,0,10,0
Chase,McLaughlin,Tampa Bay Buccaneers,K,Illinois,29,77,4/9/96,73,190,1,4,6,,,,,,,Power - KP,Special Teams,77,0,64,0,50,0,84,0,39,0,64,-2,20,0,15,0,15,0,15,0,45,0,10,0,40,0,50,0,10,0,10,0,12,0,15,0,81,0,15,0,83,-2,95,0,10,0,15,0,15,0,10,0,77,-2,10,0,14,0,16,0,20,0,15,0,10,0,10,0,20,0,12,0,15,0,16,0,16,0,Short Stride Awkward,0,10,0,12,0,73,0,15,0,15,0,20,0,20,0,25,0,33,0,20,0,41,0,23,0,75,0,15,0,20,0
Chuck,Clark,Pittsburgh Steelers,SS,Virginia Tech,30,77,4/19/95,72,210,1,21,8,,,,,,,Run Support - S,Defense,90,0,85,0,82,0,93,0,67,0,81,0,55,0,53,0,10,0,44,0,61,0,57,0,68,0,84,0,10,0,49,0,84,0,65,0,94,0,61,0,25,0,25,0,35,0,20,0,72,0,10,0,77,0,35,0,35,0,35,0,15,0,79,0,38,0,65,0,78,0,15,0,35,0,35,0,35,0,Default,0,20,0,62,0,87,0,48,0,46,0,76,0,10,0,10,0,15,0,15,0,30,0,11,0,92,0,52,0,72,0
Cole,Holcomb,Pittsburgh Steelers,,North Carolina,29,77,6/30/96,73,240,1,55,6,,,,,,,Pass Coverage - OLB,,88,0,87,0,80,0,92,0,72,0,77,0,50,0,72,0,12,0,45,0,60,0,45,0,65,0,75,0,21,0,46,0,77,0,73,0,85,0,33,0,35,0,18,0,10,0,20,0,65,0,25,0,77,0,45,0,45,0,45,0,6,0,76,0,54,0,50,0,86,0,30,0,45,0,45,0,45,0,Default Stride Loose,0,30,0,47,0,87,0,26,0,23,0,89,0,6,0,6,0,6,0,6,0,27,0,12,0,85,0,32,0,72,0
Dalton,Kincaid,Buffalo Bills,TE,Utah,25,77,10/18/99,76,240,1,86,2,,,,,,,Vertical Threat - TE,Offense,90,0,67,0,90,0,84,0,71,0,79,5,75,0,35,0,17,0,67,0,77,0,80,0,85,0,79,0,71,3,10,0,41,0,62,0,87,0,73,0,19,0,21,0,39,0,56,0,16,0,69,2,77,2,58,0,58,0,54,0,6,0,17,0,10,0,23,0,33,0,69,0,60,0,60,0,57,0,Long Stride High and Tight,0,74,2,83,0,86,0,61,0,63,0,37,0,6,0,10,0,15,0,10,0,25,0,10,0,83,0,67,0,20,0
Dalvin,Tomlinson,Arizona Cardinals,DT,Alabama,31,77,2/28/94,75,325,1,94,8,,,,,,,,Defense,66,0,59,0,68,0,80,0,89,0,87,0,33,0,78,0,12,0,19,0,27,0,22,0,34,0,49,0,3,0,65,0,82,0,84,0,95,0,28,0,17,0,17,0,14,0,32,0,22,0,5,0,77,0,45,0,45,0,44,0,6,0,86,0,77,0,15,0,80,0,15,0,45,0,45,0,46,0,Long Stride Awkward,0,13,0,24,0,70,0,16,0,39,0,83,0,6,0,6,0,6,0,6,0,23,0,16,0,91,0,37,0,29,0
Darius,Slayton,NY Giants,WR,Auburn,28,77,1/12/97,73,194,0,18,6,,,,,,,Deep Threat - WR,Offense,91,0,85,0,92,0,88,0,57,0,79,0,85,0,28,0,18,0,73,0,72,0,79,0,80,0,87,0,81,0,19,0,21,0,39,0,87,0,79,0,13,0,17,0,72,0,21,0,23,0,77,0,77,0,27,0,10,0,10,0,6,0,24,0,15,0,10,0,35,0,79,0,42,0,12,0,16,0,Default Stride Loose,0,78,0,86,0,94,0,75,0,63,0,30,0,6,0,10,0,15,0,10,0,24,0,17,0,84,0,36,0,26,0
Dax,Hill,Cincinnati Bengals,CB,Michigan,24,77,9/29/00,72,195,1,23,3,,,,,,,Manto Man - CB,Defense,94,0,96,0,88,0,88,0,56,0,75,0,65,0,52,0,21,0,55,0,63,0,60,0,71,0,92,0,27,0,53,0,78,0,56,0,92,0,73,0,15,0,18,0,40,0,15,0,73,0,30,0,77,0,35,0,35,0,35,0,6,0,74,0,40,0,72,0,75,0,30,0,35,0,35,0,35,0,Default,0,33,0,66,0,93,0,64,0,35,0,65,0,8,0,10,0,12,0,19,0,22,0,12,0,87,0,45,0,69,0
Derrick,Harmon,Pittsburgh Steelers,DT,Oregon,22,77,8/3/03,77,313,1,99,0,,,,,,,,Defense,76,0,76,0,77,0,85,0,93,0,77,0,29,0,81,0,18,0,27,0,35,0,18,0,27,0,66,0,10,0,68,0,81,0,87,0,94,0,25,0,18,0,33,0,25,0,25,0,14,0,13,0,77,0,45,0,45,0,45,0,15,0,78,0,79,0,16,0,78,0,20,0,45,0,45,0,45,0,Long Stride Awkward,0,16,0,18,0,74,0,24,0,38,0,74,0,7,0,10,0,15,0,21,0,27,0,12,0,95,0,41,0,18,0
Dylan,Parham,Las Vegas Raiders,LG,Memphis,26,77,8/24/99,75,311,1,66,3,,,,,,,Power - G,Offense,82,0,59,0,67,0,89,0,84,0,84,0,40,0,33,0,15,0,36,0,46,0,38,0,41,0,57,0,29,0,29,0,35,0,82,0,92,0,30,0,21,0,22,0,10,0,88,0,15,0,33,0,77,0,75,0,77,0,73,0,6,0,37,0,29,0,18,0,41,0,30,0,82,0,77,0,84,0,Default Stride Awkward,0,35,0,40,0,75,0,20,0,33,0,36,0,6,0,6,0,6,0,6,0,22,0,5,0,82,0,38,0,25,0
Graham,Gano,NY Giants,K,Florida State,38,77,4/9/87,74,202,1,9,16,,,,,,,Power - KP,Special Teams,77,0,64,0,36,0,80,0,63,0,63,0,10,0,13,0,14,0,5,0,35,0,10,0,35,0,55,0,10,0,10,0,12,0,12,0,86,0,10,0,82,0,96,0,10,0,12,0,12,0,10,0,77,0,17,0,17,0,17,0,20,0,10,0,10,0,10,0,15,0,12,0,12,0,12,0,12,0,Default Stride Awkward,0,10,0,12,0,75,0,10,0,36,0,34,0,25,0,30,0,35,0,20,0,27,0,17,0,60,0,10,0,12,0
Hogan,Hatten,Detroit Lions,LS,Idaho,25,77,8/6/00,73,238,1,49,1,,,,,,,Accurate - LS,Special Teams,83,0,79,0,84,0,79,0,68,0,57,0,52,0,65,0,18,0,25,0,54,0,46,0,59,0,70,0,29,0,48,0,79,0,72,0,92,0,55,0,20,0,17,0,35,0,56,0,48,0,35,0,77,0,47,0,43,0,50,0,6,0,43,0,58,0,53,0,70,0,24,0,45,0,35,0,40,0,Long Stride Loose,0,39,0,45,0,78,0,42,0,44,0,75,0,6,0,6,0,6,0,6,0,29,0,10,0,88,0,45,0,55,0
Jake,Bailey,Miami Dolphins,P,Stanford,28,77,6/18/97,74,205,1,16,6,,,,,,,Power - KP,Special Teams,84,0,66,0,80,0,81,0,43,0,66,0,22,0,23,0,17,0,10,0,40,0,15,0,39,0,55,0,15,0,10,0,12,0,10,0,83,0,16,0,80,0,92,0,10,0,7,0,10,0,15,0,77,0,9,0,10,0,10,0,20,0,26,0,10,0,10,0,24,0,15,0,7,0,10,0,10,0,Default Stride Awkward,0,15,0,15,0,82,0,10,0,15,0,29,0,17,0,23,0,26,0,23,0,44,0,14,0,43,0,12,0,27,0
Jason,Sanders,Miami Dolphins,K,New Mexico,29,77,11/16/95,71,190,1,7,7,,,,,,,Power - KP,Special Teams,78,0,58,0,31,0,81,0,37,0,65,0,12,0,19,0,15,0,5,0,28,0,15,0,46,0,51,0,12,0,10,0,16,0,16,0,83,0,13,0,83,0,93,0,10,0,15,0,11,0,14,0,77,0,17,0,17,0,17,0,15,0,17,0,10,0,10,0,23,0,14,0,17,0,16,0,16,0,Default Stride Awkward,0,22,0,15,0,77,0,11,0,10,0,27,0,15,0,20,0,32,0,15,0,26,0,16,0,53,0,10,0,17,0
Jaylen,Watson,Kansas City Chiefs,CB,Wash. St.,26,77,9/17/98,74,197,1,35,3,,,,,,,Manto Man - CB,Defense,92,0,82,0,90,0,89,0,66,0,76,0,64,0,55,0,20,0,52,0,59,0,57,0,64,0,86,0,32,0,41,0,64,0,53,0,91,0,73,0,17,0,16,0,45,0,24,0,76,0,36,0,77,0,29,0,29,0,29,0,6,0,75,0,33,0,77,0,72,0,41,0,34,0,34,0,34,0,Long Stride Loose,0,39,0,55,0,93,0,66,0,35,0,58,0,12,0,14,0,17,0,19,0,25,0,14,0,80,0,40,0,78,0
Jerome,Ford,Cleveland Browns,HB,Cincinnati,25,77,9/12/99,70,210,1,34,3,,,,,,,Elusive Back - HB,Offense,92,0,84,0,79,0,83,0,73,0,77,0,81,0,36,0,25,0,80,0,94,0,55,0,68,0,86,0,46,0,23,0,38,0,41,0,88,0,85,0,15,0,19,0,79,0,42,0,16,0,53,0,77,0,55,0,35,0,40,0,10,0,25,0,32,0,16,0,43,0,54,0,41,0,35,0,28,0,Default,0,59,0,54,0,91,0,74,0,76,0,39,0,15,0,25,0,30,0,10,0,25,0,11,0,83,0,78,0,24,0
Jerome,Baker,Cleveland Browns,,Ohio State,28,77,12/25/96,74,225,1,17,7,,,,,,,Run Stopper - OLB,,87,0,83,0,87,0,93,0,74,0,79,0,53,0,74,0,12,0,33,0,61,0,51,0,66,0,76,0,10,0,68,0,78,0,75,0,94,0,64,0,12,0,18,0,10,0,20,0,69,0,15,0,77,0,45,0,44,0,43,0,6,0,78,0,57,0,46,0,85,0,18,0,45,0,44,0,44,0,Default,0,20,0,65,0,89,0,54,0,31,0,84,0,6,0,6,0,6,0,6,0,22,0,15,0,84,0,24,0,67,0
Ji'Ayir,Brown,San Francisco 49ers,SS,Penn State,25,77,1/25/00,71,202,1,27,2,,,,,,,Run Support - S,Defense,91,0,85,0,85,0,88,0,64,0,77,0,75,0,62,0,15,0,62,0,63,0,71,0,80,0,84,0,15,0,61,0,87,0,63,0,93,0,72,0,15,0,20,0,59,0,17,0,72,0,20,0,77,0,35,0,35,0,35,0,15,0,78,0,51,0,71,0,75,0,20,0,35,0,35,0,35,0,Default Stride Loose,0,30,0,70,0,86,0,66,0,52,0,73,0,10,0,10,0,15,0,15,0,30,0,16,0,87,0,55,0,77,0
Jihaad,Campbell,Philadelphia Eagles,,Alabama,21,77,2/24/04,75,235,1,30,0,,,,,,,Run Stopper - OLB,,91,0,87,0,85,0,87,0,72,0,76,1,52,0,73,0,23,0,38,0,62,0,56,0,66,0,81,0,27,0,62,0,84,0,74,0,88,0,56,0,20,0,22,0,10,0,26,0,65,1,30,0,77,1,45,0,45,0,45,0,6,0,74,1,56,0,54,0,85,0,32,0,45,0,45,0,45,0,Default Stride Loose,0,35,0,60,0,89,0,50,0,46,0,84,0,6,0,6,0,6,0,6,0,25,0,12,0,89,0,42,0,71,1
Jonathon,Brooks,Carolina Panthers,HB,Texas,22,77,7/21/03,72,216,1,24,1,,,,,,,Elusive Back - HB,Offense,91,0,90,0,85,0,82,0,70,0,72,0,82,0,35,0,25,0,79,0,92,0,50,0,65,0,88,0,51,0,10,0,34,0,36,0,82,0,84,0,22,0,28,0,40,0,31,0,23,0,58,0,77,0,54,0,39,0,43,0,15,0,30,0,10,0,25,0,41,0,56,0,32,0,26,0,21,0,Default,0,65,0,50,0,90,0,77,0,78,0,38,0,10,0,15,0,20,0,20,0,23,0,18,0,86,0,81,0,30,0
Jordan,Fuller,Atlanta Falcons,SS,Ohio State,27,77,3/4/98,74,203,1,29,5,,,,,,,Zone - S,Defense,85,0,79,0,85,0,89,0,59,0,84,0,67,0,58,0,31,0,49,0,57,0,55,0,73,0,81,0,17,0,34,0,76,0,60,0,84,0,70,0,17,0,18,0,55,0,19,0,72,0,22,0,77,0,35,0,34,0,33,0,12,0,82,0,26,0,64,0,79,0,22,0,35,0,34,0,33,0,Long Stride Loose,0,32,0,62,0,89,0,62,0,50,0,73,0,12,0,15,0,21,0,19,0,32,0,24,0,86,0,39,0,74,0
Joshua,Palmer,Buffalo Bills,WR,Tennessee,25,77,9/22/99,73,210,1,5,4,,,,,,,Deep Threat - WR,Offense,90,0,83,0,88,0,86,0,65,0,85,0,77,0,26,0,18,0,77,0,75,0,87,0,84,0,83,0,79,0,10,0,18,0,39,0,92,0,76,0,13,0,18,0,55,0,20,0,15,0,80,0,77,0,28,0,20,0,24,0,6,0,16,0,10,0,16,0,31,0,80,0,41,0,27,0,32,0,Long Stride Default,0,80,0,85,0,88,0,71,0,63,0,26,0,10,0,15,0,20,0,10,0,28,0,16,0,89,0,52,0,19,0
